restaurant,item,calories,cal_fat,total_fat,sat_fat,trans_fat,cholesterol,sodium,total_carb,fiber,sugar,protein,vit_a,vit_c,calcium,salad
Arbys,Smokehouse Brisket,600,310,35,12.0,1.0,110,1240,42,2.0,7,33.0,4.0,8.0,20.0,Other
Arbys,Super Roast Beef,430,160,17,5.0,1.0,45,1060,45,3.0,11,23.0,10.0,10.0,8.0,Other
Arbys,Turkey Gyro,470,180,20,3.5,0.0,45,1520,48,3.0,5,25.0,10.0,15.0,10.0,Other
Arbys,Chopped Side Salad,70,45,5,2.5,0.0,15,100,4,1.0,2,5.0,35.0,10.0,10.0,Other
Arbys,Crispy Chicken Farmhouse Salad,430,220,24,8.0,0.0,65,1000,26,4.0,4,28.0,60.0,20.0,25.0,Other
Arbys,Roast Turkey Farmhouse Salad,230,120,13,7.0,0.0,55,870,8,2.0,5,22.0,60.0,20.0,25.0,Other
Dairy Queen,1/2 lb. FlameThrower® GrillBurger,1000,660,74,26.0,2.0,170,1610,40,2.0,9,46.0,25.0,8.0,30.0,Other
Dairy Queen,1/2 lb. GrillBurger with Cheese,800,460,51,20.0,2.0,135,1280,44,3.0,13,40.0,25.0,6.0,35.0,Other
Dairy Queen,1/4 lb. Bacon Cheese GrillBurger,630,330,37,13.0,1.0,95,1250,44,2.0,13,30.0,20.0,6.0,25.0,Other
Dairy Queen,1/4 lb. GrillBurger with Cheese,540,270,30,11.0,1.0,70,1020,44,3.0,13,23.0,20.0,6.0,25.0,Other
Dairy Queen,1/4 lb. Mushroom Swiss GrillBurger,570,310,35,11.0,1.0,75,820,39,2.0,8,24.0,2.0,0.0,25.0,Other
Dairy Queen,Original Cheeseburger,400,160,18,9.0,1.0,65,930,34,1.0,8,19.0,10.0,0.0,10.0,Other
Dairy Queen,Original Double Cheeseburger,630,310,34,18.0,2.0,125,1240,34,1.0,9,34.0,15.0,0.0,20.0,Other
Dairy Queen,4 Piece Chicken Strip Basket w/ Country Gravy,1030,480,53,9.0,1.0,80,2780,105,9.0,4,35.0,2.0,0.0,10.0,Other
Dairy Queen,6 Piece Chicken Strip Basket w/ Country Gravy,1260,590,66,11.0,1.0,120,3500,121,12.0,4,49.0,2.0,0.0,10.0,Other
Dairy Queen,Chili Cheese Dog,380,220,24,11.0,1.0,55,900,23,1.0,3,16.0,10.0,0.0,15.0,Other
Dairy Queen,Chili Dog,330,180,20,8.0,1.0,40,1050,24,1.0,5,13.0,8.0,0.0,6.0,Other
Dairy Queen,Hot Dog,290,160,17,7.0,1.0,35,900,22,1.0,4,11.0,4.0,0.0,6.0,Other
Dairy Queen,Barbecue Pork Sandwich,310,80,9,3.0,0.0,50,830,41,2.0,9,17.0,10.0,4.0,4.0,Other
Dairy Queen,Breaded Mushrooms,250,80,9,1.0,0.0,0,500,36,2.0,1,7.0,0.0,2.0,2.0,Other
Dairy Queen,Regular Cheese Curds,550,410,45,25.0,0.0,150,900,0,0.0,0,35.0,30.0,0.0,100.0,Other
Dairy Queen,Corn Dog,260,140,15,4.0,0.0,20,450,26,1.0,7,6.0,0.0,4.0,0.0,Other
Dairy Queen,Crispy Fish Sandwich,470,200,22,3.0,0.0,20,1210,53,2.0,7,17.0,10.0,2.0,6.0,Other
Dairy Queen,Deluxe Cheeseburger,400,160,18,9.0,1.0,65,930,35,1.0,9,20.0,20.0,6.0,10.0,Other
Dairy Queen,Deluxe Double Cheeseburger,640,310,34,18.0,2.0,125,1240,35,1.0,9,34.0,25.0,6.0,20.0,Other
Dairy Queen,Deluxe Double Hamburger,540,240,26,13.0,1.0,100,750,34,1.0,9,29.0,15.0,6.0,4.0,Other
Dairy Queen,Deluxe Hamburger,350,130,14,7.0,1.0,50,680,34,1.0,9,17.0,15.0,6.0,4.0,Other
Dairy Queen,DQ Ultimate® Burger,780,430,48,22.0,2.0,150,1390,34,1.0,7,41.0,20.0,6.0,20.0,Other
Dairy Queen,Crispy Chicken Sandwich,600,270,30,5.0,0.0,55,1250,59,7.0,8,24.0,10.0,6.0,15.0,Other
Dairy Queen,Crispy Chicken Wrap,350,190,21,5.0,0.0,35,820,30,2.0,1,12.0,10.0,2.0,10.0,Other
Dairy Queen,Grilled Chicken Sandwich,360,140,15,3.0,0.0,50,1040,32,1.0,5,25.0,10.0,8.0,6.0,Other
Dairy Queen,Grilled Chicken Wrap,280,130,15,4.0,0.0,30,800,22,1.0,1,15.0,10.0,4.0,10.0,Other
Dairy Queen,Side Salad,20,0,0,0.0,0.0,0,15,5,2.0,3,1.0,50.0,30.0,15.0,Other
Subway,"6"" B.L.T.",320,80,9,4.0,0.0,20,680,43,5.0,6,15.0,8.0,8.0,30.0,Other
Subway,Footlong B.L.T.,640,160,18,8.0,0.0,40,1360,86,10.0,12,30.0,16.0,16.0,60.0,Other
Subway,"6"" BBQ Rib Sandwich",430,160,18,6.0,0.0,50,590,47,5.0,8,19.0,8.0,20.0,30.0,Other
Subway,Footlong BBQ Rib Sandwich,860,320,36,12.0,0.0,100,1180,94,10.0,16,38.0,16.0,40.0,60.0,Other
Subway,"6"" Big Hot Pastrami",580,310,31,11.0,0.0,85,1470,47,5.0,7,29.0,10.0,45.0,40.0,Other
Subway,Footlong Big Hot Pastrami,1160,620,62,22.0,0.0,170,2940,94,10.0,14,58.0,20.0,90.0,80.0,Other
Subway,"6"" Big Philly Cheesesteak",500,150,17,9.0,1.0,85,1310,51,6.0,8,38.0,15.0,20.0,50.0,Other
Subway,Footlong Big Philly Cheesesteak,1000,300,34,18.0,2.0,170,2620,102,12.0,16,76.0,30.0,40.0,100.0,Other
Subway,Kids Mini Sub Black Forest Ham,180,20,3,0.5,0.0,10,450,30,3.0,5,10.0,6.0,15.0,20.0,Other
Subway,"6"" Black Forest Ham",290,40,5,1.0,0.0,20,830,46,5.0,8,18.0,8.0,20.0,30.0,Other
Subway,Footlong Black Forest Ham,580,80,10,2.0,0.0,40,1660,92,10.0,16,36.0,16.0,40.0,60.0,Other
Subway,"6"" Carved Turkey",330,45,5,1.0,0.0,45,890,45,5.0,7,25.0,8.0,20.0,30.0,Other
Subway,Footlong Carved Turkey,660,90,10,2.0,0.0,90,1780,90,10.0,14,50.0,16.0,40.0,60.0,Other
Subway,"6"" Carved Turkey & Bacon w/ Cheese",570,230,26,7.0,0.0,70,1600,46,5.0,8,33.0,10.0,20.0,40.0,Other
Subway,Footlong Carved Turkey & Bacon w/ Cheese,1140,460,52,14.0,0.0,140,3200,92,10.0,16,66.0,20.0,40.0,80.0,Other
Subway,"6"" Chicken & Bacon Ranch Melt",570,250,28,10.0,1.0,95,1080,47,5.0,8,35.0,15.0,25.0,50.0,Other
Subway,Footlong Chicken & Bacon Ranch Melt,1140,500,56,20.0,2.0,190,2160,94,10.0,16,70.0,30.0,50.0,100.0,Other
Subway,"6"" Chicken Pizziola Melt",460,140,16,6.0,0.0,80,1140,49,6.0,9,32.0,15.0,30.0,45.0,Other
Subway,Footlong Chicken Pizziola Melt,920,280,32,12.0,0.0,160,2280,98,12.0,18,64.0,30.0,60.0,90.0,Other
Subway,"6"" Cold Cut Combo",370,120,13,4.0,0.0,50,1140,46,5.0,7,18.0,10.0,20.0,35.0,Other
Subway,Footlong Cold Cut Combo,740,240,26,8.0,0.0,100,2280,92,10.0,14,36.0,20.0,40.0,70.0,Other
Subway,"6"" Corned Beef Reuben",470,130,15,4.5,0.0,85,1770,45,7.0,12,39.0,10.0,35.0,20.0,Other
Subway,Footlong Corned Beef Reuben,940,260,30,9.0,0.0,170,3540,90,14.0,24,78.0,20.0,70.0,40.0,Other
Subway,"6"" Italian B.M.T.",410,150,16,6.0,0.0,45,1300,46,5.0,8,20.0,8.0,20.0,30.0,Other
Subway,Footlong Italian B.M.T.,820,300,32,12.0,0.0,90,2600,92,10.0,16,40.0,16.0,40.0,60.0,Other
Subway,"6"" Italian Hero",550,260,29,10.0,0.0,75,1470,47,5.0,9,26.0,10.0,20.0,40.0,Other
Subway,Footlong Italian Hero,1100,520,58,20.0,0.0,150,2940,94,10.0,18,52.0,20.0,40.0,80.0,Other
Subway,"6"" Meatball Marinara",480,160,18,7.0,1.0,30,950,59,8.0,12,21.0,25.0,35.0,35.0,Other
Subway,Footlong Meatball Marinara,960,320,36,14.0,2.0,60,1900,118,16.0,24,42.0,50.0,70.0,70.0,Other
Subway,"6"" Oven Roasted Chicken",320,40,5,2.0,0.0,25,640,47,5.0,8,23.0,8.0,30.0,30.0,Other
Subway,Footlong Oven Roasted Chicken,640,80,10,4.0,0.0,50,1280,44,10.0,16,46.0,16.0,60.0,60.0,Other
Subway,Kids Mini Sub Roast Beef,200,25,3,1.0,0.0,25,390,30,4.0,5,14.0,6.0,15.0,20.0,Other
Subway,"6"" Roast Beef",320,40,5,2.0,0.0,40,700,45,5.0,7,24.0,8.0,20.0,30.0,Other
Subway,Footlong Roast Beef,640,80,10,4.0,0.0,80,1400,90,10.0,14,48.0,16.0,40.0,60.0,Other
Subway,"6"" Rotisserie Style Chicken",350,50,6,1.5,0.0,50,540,44,5.0,7,29.0,8.0,20.0,30.0,Other
Subway,Footlong Rotisserie Style Chicken,700,100,12,3.0,0.0,100,1080,88,10.0,14,58.0,16.0,40.0,60.0,Other
Subway,"6"" Spicy Italian",480,220,24,9.0,1.0,50,1520,46,5.0,8,20.0,8.0,20.0,30.0,Other
Subway,Footlong Spicy Italian,960,440,48,18.0,2.0,100,3040,92,10.0,16,40.0,16.0,40.0,60.0,Other
Subway,"6"" Steak and Cheese",380,90,10,5.0,0.0,50,1060,48,5.0,8,26.0,10.0,20.0,40.0,Other
Subway,Footlong Steak and Cheese,760,180,20,10.0,0.0,100,2120,96,10.0,16,52.0,20.0,40.0,80.0,Other
Subway,"6"" Subway Club",310,40,5,2.0,0.0,40,880,46,5.0,7,23.0,8.0,20.0,30.0,Other
Subway,Footlong Subway Club,620,80,10,4.0,0.0,80,1760,92,10.0,14,46.0,16.0,40.0,60.0,Other
Subway,"6"" Subway Melt (includes cheese)",370,100,11,5.0,0.0,45,1210,47,5.0,8,23.0,10.0,20.0,40.0,Other
Subway,Footlong Subway Melt (includes cheese),740,200,22,10.0,0.0,90,1420,94,10.0,16,46.0,20.0,40.0,80.0,Other
Subway,"6"" Subway Seafood Sensation",420,170,19,3.0,0.0,20,690,51,5.0,8,13.0,10.0,20.0,35.0,Other
Subway,Footlong Subway Seafood Sensation,840,340,38,6.0,0.0,40,1380,102,10.0,16,26.0,20.0,40.0,70.0,Other
Subway,"6"" Sweet Onion Chicken Teriyaki",380,40,5,1.0,0.0,50,900,59,5.0,18,26.0,8.0,30.0,35.0,Other
Subway,Footlong Sweet Onion Chicken Teriyaki,760,80,10,2.0,0.0,100,1800,118,10.0,36,52.0,16.0,60.0,70.0,Other
Subway,"6"" Tuna",470,210,24,4.0,0.0,30,620,44,5.0,6,20.0,8.0,20.0,30.0,Other
Subway,Footlong Tuna,940,420,48,8.0,0.0,60,1240,88,10.0,12,40.0,16.0,40.0,60.0,Other
Subway,"6"" Turkey & Bacon Avocado",390,110,13,3.5,0.0,30,860,49,8.0,7,22.0,10.0,200.0,30.0,Other
Subway,Footlong Turkey & Bacon Avocado,780,220,26,7.0,0.0,60,1720,98,16.0,14,44.0,20.0,400.0,60.0,Other
Subway,Kids Mini Sub Turkey Breast,180,20,2,0.5,0.0,10,380,30,3.0,5,10.0,6.0,15.0,20.0,Other
Subway,"6"" Turkey Breast",280,30,4,1.0,0.0,20,810,46,5.0,7,18.0,8.0,20.0,30.0,Other
Subway,Footlong Turkey Breast,560,60,8,2.0,0.0,40,1620,92,10.0,14,36.0,16.0,40.0,60.0,Other
Subway,"6"" Turkey Breast & Ham",280,35,4,1.0,0.0,20,820,46,5.0,8,18.0,8.0,20.0,30.0,Other
Subway,Footlong Turkey Breast & Ham,560,70,8,2.0,0.0,40,1640,92,10.0,16,36.0,16.0,40.0,60.0,Other
Subway,"6"" Turkey Italiano Melt (with Provolone)",490,210,24,9.0,1.0,50,1480,47,5.0,8,24.0,10.0,20.0,45.0,Other
Subway,Footlong Turkey Italiano Melt (with Provolone),980,420,48,18.0,2.0,100,2960,94,10.0,16,48.0,20.0,40.0,90.0,Other
Subway,Kids Mini Sub Veggie Delite,150,15,2,0.0,0.0,0,190,29,3.0,4,6.0,6.0,15.0,20.0,Other
Subway,"6"" Veggie Delite",230,20,3,1.0,0.0,0,310,44,5.0,6,8.0,8.0,20.0,30.0,Other
Subway,Footlong Veggie Delite,460,40,6,2.0,0.0,0,620,88,10.0,12,16.0,16.0,40.0,60.0,Other
Subway,"6"" Veggie Patty",390,70,7,1.0,0.0,10,800,56,8.0,8,23.0,15.0,20.0,35.0,Other
Subway,Footlong Veggie Patty,780,140,14,2.0,0.0,20,1600,112,16.0,16,46.0,30.0,20.0,70.0,Other
Subway,Autumn Carved Turkey Salad,300,80,9,3.0,0.0,60,1120,26,3.0,22,25.0,40.0,40.0,15.0,Other
Subway,B.L.T. Salad,150,70,8,4.0,0.0,20,420,10,4.0,5,10.0,50.0,50.0,6.0,Other
Subway,Big Hot Pastrami Melt Salad,400,300,29,11.0,0.0,85,1250,12,4.0,4,23.0,25.0,70.0,10.0,Other
Subway,Big Philly Cheesesteak Salad,330,140,16,8.0,1.0,85,1080,17,5.0,6,32.0,60.0,50.0,25.0,Other
Subway,Black Forest Ham Salad,110,25,3,1.0,0.0,20,590,11,4.0,6,12.0,25.0,45.0,4.0,Other
Subway,Buffalo Chicken Salad (with Ranch dressing),360,230,26,4.0,0.0,60,1100,13,4.0,6,20.0,50.0,60.0,8.0,Other
Subway,Carved Turkey & Bacon w/ Cheese Salad,280,110,12,4.5,0.0,65,1320,11,4.0,5,28.0,50.0,50.0,15.0,Other
Subway,Carved Turkey Salad,150,30,4,0.0,0.0,45,680,8,3.0,3,19.0,40.0,40.0,6.0,Other
Subway,Chicken & Bacon Ranch Melt Salad (includes Ranch dressing),510,340,38,12.0,1.0,100,1040,14,4.0,7,30.0,60.0,60.0,30.0,Other
Subway,Cold Cut Combo Salad,180,95,11,4.0,0.0,45,820,12,4.0,5,12.0,50.0,50.0,10.0,Other
Subway,Double Chicken Salad,220,35,5,1.5,0.0,100,490,10,4.0,4,36.0,50.0,60.0,8.0,Other
Subway,Italian B.M.T.® Salad,230,135,15,6.0,0.0,45,1060,12,4.0,6,14.0,50.0,50.0,6.0,Other
Subway,Italian Hero Salad,230,140,15,5.0,0.0,45,1060,13,4.0,8,14.0,40.0,60.0,4.0,Other
Subway,Meatball Marinara Salad,310,150,17,7.0,1.0,30,720,25,6.0,10,16.0,60.0,70.0,10.0,Other
Subway,Oven Roasted Chicken Salad,140,25,3,0.5,0.0,50,280,10,4.0,4,19.0,50.0,60.0,8.0,Other
Subway,Roast Beef Salad,140,30,4,1.0,0.0,40,450,10,4.0,5,18.0,25.0,45.0,4.0,Other
Subway,Spicy Italian Salad,310,205,23,9.0,1.0,50,1280,11,4.0,6,15.0,50.0,50.0,8.0,Other
Subway,Steak & Cheese Salad,210,75,8,4.0,0.0,50,830,14,4.0,6,20.0,50.0,50.0,15.0,Other
Subway,Subway Club Salad,140,30,4,1.0,0.0,40,640,11,4.0,5,17.0,25.0,45.0,6.0,Other
Subway,Subway Melt® Salad,200,85,10,5.0,0.0,45,910,13,4.0,6,18.0,50.0,50.0,15.0,Other
Subway,Sweet Onion Chicken Teriyaki Salad,200,25,3,1.0,0.0,50,660,24,4.0,16,20.0,25.0,50.0,6.0,Other
Subway,Tuna Salad,310,215,24,4.0,0.0,40,370,10,4.0,4,15.0,50.0,50.0,6.0,Other
Subway,Turkey Breast & Ham Salad,110,20,3,1.0,0.0,25,580,11,4.0,5,12.0,25.0,45.0,6.0,Other
Subway,Turkey Breast Salad,110,20,2,1.0,0.0,20,570,11,4.0,5,12.0,25.0,45.0,6.0,Other
Subway,Veggie Delite Salad,50,10,1,0.0,0.0,0,65,9,4.0,4,3.0,25.0,45.0,4.0,Other
Subway,Chipotle Southwest Steak & Cheese Wrap,760,330,37,12.0,1.0,100,2250,65,4.0,7,43.0,15.0,45.0,30.0,Other
Subway,Rotisserie-Style Chicken Caesar Wrap,730,310,34,10.0,0.5,135,1900,53,3.0,4,55.0,15.0,8.0,45.0,Other
Subway,"Turkey, Bacon & Guacamole Wrap",810,380,42,13.0,0.5,75,2970,62,3.0,6,43.0,10.0,30.0,30.0,Other
Subway,Cheese & Veggies Pizza,740,230,25,11.0,0.0,50,1270,100,5.0,9,36.0,35.0,30.0,60.0,Other
Subway,Cheese Pizza,680,200,22,9.0,0.0,40,1070,96,4.0,7,32.0,25.0,4.0,45.0,Other
Subway,Pepperoni Pizza,790,290,32,13.0,0.0,60,1350,96,4.0,8,38.0,30.0,4.0,60.0,Other
Subway,Sausage Pizza,820,310,34,14.0,0.0,70,1420,97,4.0,8,39.0,30.0,4.0,60.0,Other
Taco Bell,Chicken Crunchy Cheesy Core Burrito,610,210,24,9.0,0.0,55,1510,74,5.0,5,25.0,10.0,4.0,35.0,Other
Taco Bell,Steak Crunchy Cheesy Core Burrito,610,220,24,9.0,0.0,50,1520,75,5.0,5,25.0,10.0,4.0,40.0,Other
Taco Bell,Beef Crunchy Cheesy Core Burrito,630,240,26,10.0,0.5,45,1530,76,7.0,5,22.0,15.0,4.0,35.0,Other
Taco Bell,Loaded Taco Burrito,550,260,29,9.0,0.5,50,1130,52,7.0,4,20.0,15.0,6.0,20.0,Other
Taco Bell,Chicken Spicy Cheesy Core Burrito,540,180,20,8.0,0.0,55,1740,66,5.0,5,24.0,15.0,8.0,35.0,Other
Taco Bell,Steak Spicy Cheesy Core Burrito,550,190,21,9.0,0.0,50,1750,66,5.0,5,24.0,10.0,6.0,35.0,Other
Taco Bell,Beef Spicy Cheesy Core Burrito,570,210,23,10.0,0.5,45,1760,68,7.0,5,22.0,15.0,6.0,35.0,Other
Taco Bell,Triple Melt Burrito,410,140,16,6.0,0.0,30,1030,50,4.0,3,15.0,6.0,2.0,20.0,Other
Taco Bell,Spicy Sweet Double Stacked Taco,340,160,18,7.0,0.0,35,640,32,4.0,6,12.0,10.0,2.0,15.0,Other
Taco Bell,Cool Ranch Habanero Double Stacked Taco,350,180,20,8.0,0.5,40,630,30,4.0,3,13.0,15.0,2.0,20.0,Other
Taco Bell,Nacho Crunch Double Stacked Taco,380,170,19,6.0,0.0,35,650,39,5.0,2,13.0,8.0,2.0,20.0,Other
Taco Bell,Double Chalupa,600,310,35,8.0,0.5,50,1010,50,6.0,5,21.0,15.0,4.0,15.0,Other
Taco Bell,Wild Naked Chicken Chalupa,420,250,28,6.0,0.0,65,1070,23,4.0,2,19.0,6.0,4.0,6.0,Other
Taco Bell,Mild Naked Chicken Chalupa,440,270,30,7.0,0.0,70,1090,22,3.0,1,20.0,6.0,4.0,6.0,Other
Taco Bell,Spicy Double Chalupa,600,310,35,8.0,0.5,50,1240,52,7.0,5,21.0,15.0,8.0,15.0,Other
Taco Bell,Double Cheesy Gordita Crunch,570,290,32,12.0,1.0,70,1110,44,7.0,5,25.0,15.0,2.0,30.0,Other
Taco Bell,Nacho Fries Bellgrande,710,360,41,6.0,0.0,30,1420,73,10.0,4,13.0,10.0,4.0,8.0,Other
Taco Bell,Triple Melt Nachos,260,140,16,4.5,0.0,30,550,19,3.0,1,10.0,6.0,0.0,10.0,Other
Taco Bell,Chickstar,620,340,37,8.0,0.0,50,1290,53,4.0,4,17.0,8.0,6.0,15.0,Other
Taco Bell,Crispy Chicken Quesadilla,650,340,37,13.0,0.5,75,1480,51,5.0,3,26.0,10.0,2.0,45.0,Other
Taco Bell,Steak Quesalupa,440,210,23,10.0,0.5,60,840,36,3.0,3,22.0,15.0,6.0,35.0,Other
Taco Bell,Chicken Quesalupa,440,200,23,10.0,0.5,60,840,37,3.0,3,22.0,15.0,8.0,35.0,Other
Taco Bell,Beef Quesalupa,460,240,26,11.0,1.0,50,890,38,4.0,3,19.0,15.0,6.0,35.0,Other
Taco Bell,Stacker,390,170,18,8.0,0.5,40,1050,39,4.0,3,18.0,8.0,2.0,30.0,Other
Taco Bell,Original Triple Double Crunchwrap,700,270,30,9.0,0.5,45,1550,85,9.0,7,23.0,15.0,6.0,25.0,Other
Taco Bell,Spicy Triple Double Crunchwrap,780,340,38,10.0,0.5,50,1850,87,9.0,8,23.0,20.0,10.0,25.0,Other
